Saving data to: vna_scan_at_2026-05-14_17-20-33.s2p
[Producer] Starting sweep 1/5
ID Label VNA TimeSent TimeRecv Freq SParam Format Value
20260514_172033 ManualRun 0 0.558771 0.563968 721052630 S11 REAL 9.9585932493e-01
20260514_172033 ManualRun 0 0.558771 0.563968 721052630 S11 IMG 1.1788275093e-02
20260514_172033 ManualRun 0 0.558771 0.563968 721052630 S21 REAL 3.5776715088e+02
20260514_172033 ManualRun 0 0.558771 0.563968 721052630 S21 IMG -2.3071596680e+03
20260514_172033 ManualRun 0 0.563978 0.569043 765789472 S11 REAL 9.9064570665e-01
20260514_172033 ManualRun 0 0.563978 0.569043 765789472 S11 IMG 1.4656638727e-02
20260514_172033 ManualRun 0 0.563978 0.569043 765789472 S21 REAL 2.2064753418e+03
20260514_172033 ManualRun 0 0.563978 0.569043 765789472 S21 IMG -8.1599433594e+03
20260514_172033 ManualRun 0 0.569056 0.575014 810526314 S11 REAL 9.8927122355e-01
20260514_172033 ManualRun 0 0.569056 0.575014 810526314 S11 IMG 1.2064485811e-02
20260514_172033 ManualRun 0 0.569056 0.575014 810526314 S21 REAL 3.2521481934e+03
20260514_172033 ManualRun 0 0.569056 0.575014 810526314 S21 IMG -5.8413867188e+02
20260514_172033 ManualRun 0 0.575024 0.580368 855263156 S11 REAL 9.8902446032e-01
20260514_172033 ManualRun 0 0.575024 0.580368 855263156 S11 IMG 1.2026043609e-02
20260514_172033 ManualRun 0 0.575024 0.580368 855263156 S21 REAL 1.8244749756e+03
20260514_172033 ManualRun 0 0.575024 0.580368 855263156 S21 IMG 1.7758106689e+03
[Producer] Starting sweep 5/5
20260514_172033 ManualRun 0 0.580383 0.590742 899999998 S11 REAL 9.8560053110e-01
20260514_172033 ManualRun 0 0.580383 0.590742 899999998 S11 IMG 8.4550594911e-03
20260514_172033 ManualRun 0 0.580383 0.590742 899999998 S21 REAL 5.2030352783e+02
20260514_172033 ManualRun 0 0.580383 0.590742 899999998 S21 IMG -5.3132818604e+02
20260514_172033 ManualRun 0 0.590771 0.601617 50000000 S11 REAL 1.0021350384e+00
20260514_172033 ManualRun 0 0.590771 0.601617 50000000 S11 IMG 2.4405643344e-03
20260514_172033 ManualRun 0 0.590771 0.601617 50000000 S21 REAL -1.4164792969e+04
20260514_172033 ManualRun 0 0.590771 0.601617 50000000 S21 IMG 1.9278654785e+03
20260514_172033 ManualRun 0 0.601632 0.606592 94736842 S11 REAL 1.0024005175e+00
20260514_172033 ManualRun 0 0.601632 0.606592 94736842 S11 IMG 1.5003974841e-04
20260514_172033 ManualRun 0 0.601632 0.606592 94736842 S21 REAL 1.0234426758e+04
20260514_172033 ManualRun 0 0.601632 0.606592 94736842 S21 IMG -9.6941230469e+03
20260514_172033 ManualRun 0 0.606601 0.617047 139473684 S11 REAL 1.0034803152e+00
20260514_172033 ManualRun 0 0.606601 0.617047 139473684 S11 IMG 1.9327694317e-03
20260514_172033 ManualRun 0 0.606601 0.617047 139473684 S21 REAL -5.7591552734e+03
20260514_172033 ManualRun 0 0.606601 0.617047 139473684 S21 IMG -7.6330205078e+03
20260514_172033 ManualRun 0 0.617067 0.623024 184210526 S11 REAL 1.0024793148e+00
20260514_172033 ManualRun 0 0.617067 0.623024 184210526 S11 IMG 3.6321969237e-03
20260514_172033 ManualRun 0 0.617067 0.623024 184210526 S21 REAL 1.2877114258e+03
20260514_172033 ManualRun 0 0.617067 0.623024 184210526 S21 IMG -2.3509466797e+04
20260514_172033 ManualRun 0 0.623052 0.628147 228947368 S11 REAL 1.0014820099e+00
20260514_172033 ManualRun 0 0.623052 0.628147 228947368 S11 IMG 5.9331236407e-03
20260514_172033 ManualRun 0 0.623052 0.628147 228947368 S21 REAL 2.8878518066e+03
20260514_172033 ManualRun 0 0.623052 0.628147 228947368 S21 IMG -6.4412382812e+03
20260514_172033 ManualRun 0 0.628169 0.633320 273684210 S11 REAL 1.0011417866e+00
20260514_172033 ManualRun 0 0.628169 0.633320 273684210 S11 IMG 5.4843141697e-03
20260514_172033 ManualRun 0 0.628169 0.633320 273684210 S21 REAL -1.1445527344e+04
20260514_172033 ManualRun 0 0.628169 0.633320 273684210 S21 IMG -1.8430037109e+04
20260514_172033 ManualRun 0 0.633338 0.643640 318421052 S11 REAL 9.9895566702e-01
20260514_172033 ManualRun 0 0.633338 0.643640 318421052 S11 IMG 3.2680998556e-03
20260514_172033 ManualRun 0 0.633338 0.643640 318421052 S21 REAL -5.8136186523e+03
20260514_172033 ManualRun 0 0.633338 0.643640 318421052 S21 IMG -4.9494770508e+03
20260514_172033 ManualRun 0 0.643670 0.649567 363157894 S11 REAL 9.9857848883e-01
20260514_172033 ManualRun 0 0.643670 0.649567 363157894 S11 IMG 4.0678298101e-03
20260514_172033 ManualRun 0 0.643670 0.649567 363157894 S21 REAL 1.0358936523e+04
20260514_172033 ManualRun 0 0.643670 0.649567 363157894 S21 IMG 9.5428427734e+03
20260514_172033 ManualRun 0 0.649585 0.660892 407894736 S11 REAL 9.9894928932e-01
20260514_172033 ManualRun 0 0.649585 0.660892 407894736 S11 IMG 3.2389129046e-03
20260514_172033 ManualRun 0 0.649585 0.660892 407894736 S21 REAL 4.3972534180e+03
20260514_172033 ManualRun 0 0.649585 0.660892 407894736 S21 IMG -3.0192668457e+03
20260514_172033 ManualRun 0 0.660910 0.667037 452631578 S11 REAL 9.9652624130e-01
20260514_172033 ManualRun 0 0.660910 0.667037 452631578 S11 IMG 2.2790865041e-03
20260514_172033 ManualRun 0 0.660910 0.667037 452631578 S21 REAL -3.5574790039e+03
20260514_172033 ManualRun 0 0.660910 0.667037 452631578 S21 IMG 3.5666733398e+03
20260514_172033 ManualRun 0 0.667054 0.672977 497368420 S11 REAL 9.9770891666e-01
20260514_172033 ManualRun 0 0.667054 0.672977 497368420 S11 IMG 4.8331990838e-03
20260514_172033 ManualRun 0 0.667054 0.672977 497368420 S21 REAL 4.9996762695e+03
20260514_172033 ManualRun 0 0.667054 0.672977 497368420 S21 IMG 3.1058752441e+03
20260514_172033 ManualRun 0 0.672996 0.678103 542105262 S11 REAL 9.9624186754e-01
20260514_172033 ManualRun 0 0.672996 0.678103 542105262 S11 IMG 6.6252886318e-03
20260514_172033 ManualRun 0 0.672996 0.678103 542105262 S21 REAL 2.3281145020e+03
20260514_172033 ManualRun 0 0.672996 0.678103 542105262 S21 IMG -1.6537569580e+03
20260514_172033 ManualRun 0 0.678125 0.684382 586842104 S11 REAL 9.9540138245e-01
20260514_172033 ManualRun 0 0.678125 0.684382 586842104 S11 IMG 7.2850952856e-03
20260514_172033 ManualRun 0 0.678125 0.684382 586842104 S21 REAL 1.6856567383e+01
20260514_172033 ManualRun 0 0.678125 0.684382 586842104 S21 IMG -1.4447673340e+03
20260514_172033 ManualRun 0 0.684415 0.695685 631578946 S11 REAL 9.9564987421e-01
20260514_172033 ManualRun 0 0.684415 0.695685 631578946 S11 IMG 9.4577306882e-03
20260514_172033 ManualRun 0 0.684415 0.695685 631578946 S21 REAL 8.1279327393e+02
20260514_172033 ManualRun 0 0.684415 0.695685 631578946 S21 IMG -2.8079882812e+03
20260514_172033 ManualRun 0 0.695721 0.702707 676315788 S11 REAL 9.9780458212e-01
20260514_172033 ManualRun 0 0.695721 0.702707 676315788 S11 IMG 9.4966311008e-03
20260514_172033 ManualRun 0 0.695721 0.702707 676315788 S21 REAL -3.6474511719e+02
20260514_172033 ManualRun 0 0.695721 0.702707 676315788 S21 IMG -4.6883330078e+03
20260514_172033 ManualRun 0 0.702730 0.708821 721052630 S11 REAL 9.9661177397e-01
20260514_172033 ManualRun 0 0.702730 0.708821 721052630 S11 IMG 9.0325623751e-03
20260514_172033 ManualRun 0 0.702730 0.708821 721052630 S21 REAL 3.5922235107e+02
20260514_172033 ManualRun 0 0.702730 0.708821 721052630 S21 IMG -2.3083073730e+03
20260514_172033 ManualRun 0 0.708857 0.714895 765789472 S11 REAL 9.9171346426e-01
20260514_172033 ManualRun 0 0.708857 0.714895 765789472 S11 IMG 1.3014133088e-02
20260514_172033 ManualRun 0 0.708857 0.714895 765789472 S21 REAL 2.2058647461e+03
20260514_172033 ManualRun 0 0.708857 0.714895 765789472 S21 IMG -8.1549360352e+03
20260514_172033 ManualRun 0 0.714925 0.721040 810526314 S11 REAL 9.8736673594e-01
20260514_172033 ManualRun 0 0.714925 0.721040 810526314 S11 IMG 9.5226755366e-03
20260514_172033 ManualRun 0 0.714925 0.721040 810526314 S21 REAL 3.2497390137e+03
20260514_172033 ManualRun 0 0.714925 0.721040 810526314 S21 IMG -5.8608569336e+02
20260514_172033 ManualRun 0 0.721061 0.726421 855263156 S11 REAL 9.8878860474e-01
20260514_172033 ManualRun 0 0.721061 0.726421 855263156 S11 IMG 1.4235134237e-02
20260514_172033 ManualRun 0 0.721061 0.726421 855263156 S21 REAL 1.8257213135e+03
20260514_172033 ManualRun 0 0.721061 0.726421 855263156 S21 IMG 1.7750625000e+03
20260514_172033 ManualRun 0 0.726444 0.737402 899999998 S11 REAL 9.8099863529e-01
20260514_172033 ManualRun 0 0.726444 0.737402 899999998 S11 IMG 8.3590112627e-03
20260514_172033 ManualRun 0 0.726444 0.737402 899999998 S21 REAL 5.1869342041e+02
20260514_172033 ManualRun 0 0.726444 0.737402 899999998 S21 IMG -5.2923168945e+02
---
took 1.038754 s
0.000103 s per point measurement
9723.19 points per second
